user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
199458799,2908726179,com.apple.Health,false,false,false,2025-08-14T05:26:06.000Z,2025-08-14T05:26:06.000Z
199458799,2908726179,com.apple.ScreenTimeNotifications,false,false,false,2025-08-13T08:29:03.000Z,2025-08-13T08:29:03.000Z
199458799,2908726179,com.apple.findmy,false,false,false,2025-08-20T18:35:38.000Z,2025-08-20T18:35:38.000Z
199458799,2908726179,AlexisBarreyat.BeReal,false,false,false,2025-09-07T20:23:21.000Z,2025-09-07T20:23:21.000Z
199458799,2908726179,com.transact.mobileorder,false,false,false,2025-10-27T23:04:04.000Z,2025-10-27T23:04:04.000Z
199458799,2908726179,com.lemon.lvoverseas,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.apple.coreaudio.adam.hae,false,false,false,2025-12-16T19:21:49.000Z,2025-12-16T19:21:49.000Z
199458799,2908726179,com.wash.connect,false,false,false,2025-08-13T08:29:03.000Z,2025-08-13T08:29:03.000Z
199458799,2908726179,com.yikyak.2,false,false,false,2025-08-13T18:23:13.000Z,2025-08-13T18:23:13.000Z
199458799,2908726179,com.apple.iCloud.FollowUp,false,false,false,2025-08-16T05:34:48.000Z,2025-08-16T05:34:48.000Z
199458799,2908726179,com.apple.Passwords,false,false,false,2025-08-15T19:13:38.000Z,2025-08-15T19:13:38.000Z
199458799,2908726179,cezzanne.Flashes,false,false,false,2025-09-30T20:09:03.000Z,2025-09-30T20:09:03.000Z
199458799,2908726179,com.google.gemini,false,false,false,2026-01-18T18:45:28.000Z,2026-01-18T18:45:28.000Z
199458799,2908726179,org.reactjs.native.rhomeapp,false,false,false,2025-08-13T08:29:03.000Z,2025-08-13T08:29:03.000Z
199458799,2908726179,com.underthing.focus.friend,false,false,false,2025-08-19T16:48:02.000Z,2025-08-19T16:48:02.000Z
